Boots;;;;;;;;;;;
;Marni;F;;Jumpers & Sweaters;;;Marni-F-Jumpers & Sweaters;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730975853&brand_ids[]=12251&catalog[]=13&page=1
Outerwear;;;;;;;;;;;
;Adolfo Dominguez;F;;Outerwear;;;Adolfo Dominguez-F-Outerwear;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730919511&catalog[]=1037&brand_ids[]=3261&page=1
;Airfield;F;Clothing;Outerwear;;;Airfield-F-Outerwear;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730845621&brand_ids[]=33931&catalog[]=1037&page=1
;Alberta Ferretti;F;;Outerwear;;;Alberta Ferretti-F-Outerwear;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730919524&catalog[]=1037&brand_ids[]=40245&page=1
;Dirk Bikkembergs;F;;Outerwear;;;Dirk Bikkembergs-F-Outerwear;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730920683&brand_ids[]=20929&catalog[]=1037&page=1
;Fornarina;F;Outerwear;Outerwear;;;Fornarina-F-Outerwear;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730651827&order=price_low_to_high&currency=EUR&brand_ids%5B%5D=4335&catalog%5B%5D=1037&page=1
;Gaetano Navarra;F;;Outerwear;;;Gaetano Navarra-F-Outerwear;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730920963&brand_ids[]=224156&catalog[]=1037&page=1
;Gianfranco Ferre;F;;Outerwear;;;Gianfranco Ferre-F-Outerwear;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730921030&brand_ids[]=1933&catalog[]=1037&page=1
;Gucci;F;;Outerwear;;;Gucci-F-Outerwear;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730975535&catalog[]=1037&brand_ids[]=567&page=1
;John Galliano;F;;Outerwear;;;John Galliano-F-Outerwear;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730975683&catalog[]=1037&brand_ids[]=10613&page=1
;Kosmika;F;Clothing;Outerwear;;;Kosmika-F-Outerwear;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730843860&catalog[]=1037&brand_ids[]=2097&page=1
;Sarah Pacini;F;Clothing;Outerwear;;;Sarah Pacini-F-Outerwear;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730650860&order=price_low_to_high&currency=EUR&catalog%5B%5D=1037&brand_ids%5B%5D=20445&page=1
;Scrupoli;F;Clothing;Outerwear;;;Scrupoli-F-Outerwear;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730651999&order=price_low_to_high&currency=EUR&catalog%5B%5D=1037&brand_ids%5B%5D=524484&page=1
;Antonio Marras;F;;Outerwear;;;Antonio Marras-F-Outerwear;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730920014&catalog[]=1037&brand_ids[]=360052&page=1
;Mandarina Duck;F;;Outerwear;;;Mandarina Duck-F-Outerwear;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730975788&brand_ids[]=24637&catalog[]=1037&page=1
;Diana Orving;F;;Outerwear;;;Diana Orving-F-Outerwear;FALSE;FALSE;;
;Giorgio Brato;F;;Outerwear;;;Giorgio Brato-F-Outerwear;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730975515&catalog[]=1037&brand_ids[]=169882&page=1
;Just Cavalli;F;Clothing;Outerwear;;;Just Cavalli-F-Outerwear;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730648500&catalog%5B%5D=1037&brand_ids%5B%5D=20117&page=1
;Miu Miu;F;;Outerwear;;;Miu Miu-F-Outerwear;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730975944&catalog[]=1037&brand_ids[]=1745&page=1
;Parasuco;F;;Outerwear;;;Parasuco-F-Outerwear;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730976059&catalog[]=1037&brand_ids[]=197072&page=1
;Prada;F;;Outerwear;;;Prada-F-Outerwear;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730976191&catalog[]=1037&brand_ids[]=3573&page=1
;Roberto Cavalli;F;Clothing;Outerwear;;;Roberto Cavalli-F-Outerwear;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730648705&catalog%5B%5D=1037&brand_ids%5B%5D=1965&page=1
;Ungaro;F;;Outerwear;;;Ungaro-F-Outerwear;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730976318&catalog[]=1037&brand_ids[]=16469&page=1
;;F;;Outerwear;;;-F-Outerwear;FALSE;FALSE;;
Trousers;;;;;;;;;;;
;Adolfo Dominguez;F;;Trousers;;;Adolfo Dominguez-F-Trousers;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730919475&catalog[]=9&brand_ids[]=3261&page=1
;Alberta Ferretti;F;;Trousers;;;Alberta Ferretti-F-Trousers;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730919566&catalog[]=9&brand_ids[]=40245&page=1
;Byblos;F;Clothing;Trousers;;;Byblos-F-Trousers;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730911336&order=newest_first&catalog[]=9&brand_ids[]=150898&page=1
;Celyn B;F;Clothing;Trousers;;;Celyn B-F-Trousers;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730845058&catalog[]=9&brand_ids[]=171284&page=1
;Compagnia Italiana;F;Clothing;Trousers;;;Compagnia Italiana-F-Trousers;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730844189&catalog[]=9&brand_ids[]=209548&page=1
;Costume national;F;Clothing;Trousers;;;Costume national-F-Trousers;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730651798&order=price_low_to_high&currency=EUR&brand_ids%5B%5D=14101&brand_ids%5B%5D=10249&catalog%5B%5D=9&page=1
;Daniele alessandrini;F;Clothing;Trousers;;;Daniele alessandrini-F-Trousers;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730916144&order=newest_first&catalog[]=9&brand_ids[]=331540&page=1
;Dirk Bikkembergs;F;;Trousers;;;Dirk Bikkembergs-F-Trousers;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730920654&brand_ids[]=20929&catalog[]=9&page=1
;Double One;F;Clothing;Trousers;;;Double One-F-Trousers;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730844770&catalog[]=9&brand_ids[]=17575&page=1
;Gaetano Navarra;F;;Trousers;;;Gaetano Navarra-F-Trousers;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730920996&brand_ids[]=224156&catalog[]=9&page=1
;Gianfranco Ferre;F;;Trousers;;;Gianfranco Ferre-F-Trousers;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730921012&brand_ids[]=1933&catalog[]=9&page=1
;Gsus;F;Clothing;Trousers;;;Gsus-F-Trousers;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730846869&brand_ids[]=12041&catalog[]=9&page=1
;Karen Millen;F;Clothing;Trousers;;;Karen Millen-F-Trousers;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730914514&order=newest_first&catalog[]=9&brand_ids[]=4271&page=1
;Killah;F;Clothing;Trousers;;;Killah-F-Trousers;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730845324&catalog[]=9&brand_ids[]=2291&page=1
;Kosmika;F;Clothing;Trousers;;;Kosmika-F-Trousers;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730843667&catalog[]=9&brand_ids[]=2097&page=1
;Le Full;F;Clothing;Trousers;;;Le Full-F-Trousers;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730916725&catalog[]=9&brand_ids[]=410185&page=1
;Manila Grace;F;Clothing;Trousers;;;Manila Grace-F-Trousers;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730915382&order=newest_first&catalog[]=9&brand_ids[]=73058&page=1
;Mariagrazia Panizzi;F;Clothing;Trousers;;;Mariagrazia Panizzi-F-Trousers;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730846186&catalog[]=9&brand_ids[]=6984922&page=1
;Marithé + François Girbaud;M;Clothing;Trousers;;50,00 €;Marithé + François Girbaud-M-Trousers;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730219999&order=newest_first&brand_ids[]=11521&catalog[]=34&price_to=50&currency=EUR&page=1
;Marithé + François Girbaud;F;Clothing;Trousers;;;Marithé + François Girbaud-F-Trousers;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730644337&order=newest_first&catalog%5B%5D=9&brand_ids%5B%5D=11521&brand_ids%5B%5D=2635&page=1
;Nolita;F;Clothing;Trousers;;;Nolita-F-Trousers;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730641633&order=newest_first&catalog%5B%5D=9&brand_ids%5B%5D=6893&page=1
;Oakley;F;Clothing;Trousers;;;Oakley-F-Trousers;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730646751&order=newest_first&catalog%5B%5D=9&brand_ids%5B%5D=13197&brand_ids%5B%5D=5569523&brand_ids%5B%5D=6414907&currency=EUR&page=1
;Paola Frani;F;Clothing;Trousers;;;Paola Frani-F-Trousers;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730915819&order=newest_first&catalog[]=9&brand_ids[]=223212&page=1
;Patrizia Pepe;F;Clothing;Trousers;;;Patrizia Pepe-F-Trousers;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730645354&order=newest_first&catalog%5B%5D=9&brand_ids%5B%5D=7125&page=1
;PianuraStudio;F;Clothing;Trousers;;;PianuraStudio-F-Trousers;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730915553&order=newest_first&catalog[]=9&brand_ids[]=32979&page=1
;Scervino street;F;Clothing;Trousers;;;Scervino street-F-Trousers;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730916904&catalog[]=9&brand_ids[]=158414&page=1
;Scrupoli;F;Clothing;Trousers;;;Scrupoli-F-Trousers;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730651985&order=price_low_to_high&currency=EUR&catalog%5B%5D=9&brand_ids%5B%5D=524484&page=1
;Specchio;F;Clothing;Trousers;;;Specchio-F-Trousers;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730847384&brand_ids[]=104986&catalog[]=9&page=1
;Stefanel;F;Clothing;Trousers;;;Stefanel-F-Trousers;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730916309&order=newest_first&catalog[]=9&brand_ids[]=19055&page=1
;Temps des cerises;F;Clothing;Trousers;;;Temps des cerises-F-Trousers;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730911611&order=newest_first&catalog[]=9&brand_ids[]=46&brand_ids[]=7797&page=1
;Toy G;F;Clothing;Trousers;;;Toy G-F-Trousers;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730914494&order=newest_first&catalog[]=9&brand_ids[]=37701&page=1
;Yes Miss;F;Clothing;Trousers;;;Yes Miss-F-Trousers;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730912347&order=newest_first&catalog[]=9&brand_ids[]=111732&page=1
;Antonio Marras;F;;Trousers;;;Antonio Marras-F-Trousers;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730920092&catalog[]=9&brand_ids[]=360052&page=1
;Parasuco;F;;Trousers;;;Parasuco-F-Trousers;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730976051&catalog[]=9&brand_ids[]=197072&page=1
;Prada;F;;Trousers;;;Prada-F-Trousers;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730976212&catalog[]=9&brand_ids[]=3573&page=1
;Chloé;F;Clothing;Trousers;;150,00 €;Chloé-F-Trousers;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730639644&order=newest_first&catalog%5B%5D=9&price_to=150&currency=EUR&brand_ids%5B%5D=2113&page=1
;FCUK;F;Clothing;Trousers;;;FCUK-F-Trousers;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730640122&order=newest_first&brand_ids%5B%5D=15441453&brand_ids%5B%5D=779&catalog%5B%5D=9&page=1
Dresses;;;;;;;;;;;
;Alberta Ferretti;F;;Dresses;;;Alberta Ferretti-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730919540&catalog[]=10&brand_ids[]=40245&page=1
;Alexander McQueen;F;;Dresses;;;Alexander McQueen-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730919664&catalog[]=10&brand_ids[]=52193&page=1
;Annarita N;F;;Dresses;;;Annarita N-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730919817&catalog[]=10&brand_ids[]=326790&page=1
;Byblos;F;Clothing;Dresses;;;Byblos-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730911255&order=newest_first&catalog[]=10&brand_ids[]=150898&page=1
;Celyn B;F;Clothing;Dresses;;;Celyn B-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730845007&catalog[]=10&brand_ids[]=171284&page=1
;Christian Lacroix;F;;Dresses;;;Christian Lacroix-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730920285&catalog[]=10&brand_ids[]=2963&page=1
;Compagnia Italiana;F;Clothing;Dresses;;;Compagnia Italiana-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730844176&catalog[]=10&brand_ids[]=209548&page=1
;Costume national;F;Clothing;Dresses;;;Costume national-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730651631&order=price_low_to_high&currency=EUR&brand_ids%5B%5D=14101&brand_ids%5B%5D=10249&catalog%5B%5D=10&page=1
;Daniele alessandrini;F;Clothing;Dresses;;;Daniele alessandrini-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730916108&order=newest_first&catalog[]=10&brand_ids[]=331540&page=1
;Double One;F;Clothing;Dresses;;;Double One-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730844645&catalog[]=10&brand_ids[]=17575&page=1
;FUZZI;F;;Dresses;;;FUZZI-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730920936&brand_ids[]=227826&catalog[]=10&page=1
;Gaetano Navarra;F;;Dresses;;;Gaetano Navarra-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730920948&brand_ids[]=224156&catalog[]=10&page=1
;Gsus;F;Clothing;Dresses;;;Gsus-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730846852&brand_ids[]=12041&catalog[]=10&page=1
;John Galliano;F;;Dresses;;;John Galliano-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730975655&catalog[]=10&brand_ids[]=10613&page=1
;Karen Millen;F;Clothing;Dresses;;;Karen Millen-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730914587&order=newest_first&catalog[]=10&brand_ids[]=4271&page=1
;Killah;F;Clothing;Dresses;;;Killah-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730845310&catalog[]=10&brand_ids[]=2291&page=1
;Kosmika;F;Clothing;Dresses;;;Kosmika-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730843650&catalog[]=10&brand_ids[]=2097&page=1
;Le Full;F;Clothing;Dresses;;;Le Full-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730916614&catalog[]=10&brand_ids[]=410185&page=1
;Manila Grace;F;Clothing;Dresses;;;Manila Grace-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730915398&order=newest_first&catalog[]=10&brand_ids[]=73058&page=1
;Mariagrazia Panizzi;F;Clothing;Dresses;;;Mariagrazia Panizzi-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730846152&catalog[]=10&brand_ids[]=6984922&page=1
;Marithé + François Girbaud;F;Clothing;Dresses;;;Marithé + François Girbaud-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730644255&order=newest_first&catalog%5B%5D=10&brand_ids%5B%5D=11521&brand_ids%5B%5D=2635&page=1
;Nina Ricci;F;;Dresses;;;Nina Ricci-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730976000&catalog[]=10&brand_ids[]=717&page=1
;Nolita;F;Clothing;Dresses;;;Nolita-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730643233&order=newest_first&brand_ids%5B%5D=6893&catalog%5B%5D=10&page=1
;Oakley;F;Clothing;Dresses;;;Oakley-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730646884&order=newest_first&catalog%5B%5D=10&brand_ids%5B%5D=13197&brand_ids%5B%5D=5569523&brand_ids%5B%5D=6414907&currency=EUR&page=1
;Paola Frani;F;Clothing;Dresses;;;Paola Frani-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730915785&order=newest_first&catalog[]=10&brand_ids[]=223212&page=1
;Patrizia Pepe;F;Clothing;Dresses;;;Patrizia Pepe-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730645493&order=newest_first&brand_ids%5B%5D=7125&catalog%5B%5D=10&page=1
;Philosophy Di Alberta Ferretti;F;;Dresses;;;Philosophy Di Alberta Ferretti-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730976084&catalog[]=10&brand_ids[]=477646&page=1
;PianuraStudio;F;Clothing;Dresses;;;PianuraStudio-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730915542&order=newest_first&catalog[]=10&brand_ids[]=32979&page=1
;Plein Sud;F;;Dresses;;;Plein Sud-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730976153&catalog[]=10&brand_ids[]=51525&page=1
;Rick Owens;F;;Dresses;;;Rick Owens-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730976279&catalog[]=10&brand_ids[]=145654&page=1
;Scervino street;F;Clothing;Dresses;;;Scervino street-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730916858&catalog[]=10&brand_ids[]=158414&page=1
;Scrupoli;F;Clothing;Dresses;;;Scrupoli-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730652072&order=price_low_to_high&currency=EUR&catalog%5B%5D=10&brand_ids%5B%5D=524484&page=1
;Specchio;F;Clothing;Dresses;;;Specchio-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730847333&brand_ids[]=104986&catalog[]=10&page=1
;Stefanel;F;Clothing;Dresses;;;Stefanel-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730916273&order=newest_first&catalog[]=10&brand_ids[]=19055&page=1
;Temps des cerises;F;Clothing;Dresses;;;Temps des cerises-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730911574&order=newest_first&catalog[]=10&brand_ids[]=46&brand_ids[]=7797&page=1
;Toy G;F;Clothing;Dresses;;;Toy G-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730914433&order=newest_first&catalog[]=10&brand_ids[]=37701&page=1
;Viktor&Rolf;F;;Dresses;;;Viktor&Rolf-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730976372&catalog[]=10&brand_ids[]=256972&brand_ids[]=22063&page=1
;Yes Miss;F;Clothing;Dresses;;;Yes Miss-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730912294&order=newest_first&catalog[]=10&brand_ids[]=111732&page=1
;Antonio Marras;F;;Dresses;;;Antonio Marras-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730920066&catalog[]=10&brand_ids[]=360052&page=1
;Just Cavalli;F;Clothing;Dresses;;;Just Cavalli-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730648536&catalog%5B%5D=10&brand_ids%5B%5D=20117&page=1
;Roberto Cavalli;F;Clothing;Dresses;;;Roberto Cavalli-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730648686&catalog%5B%5D=10&brand_ids%5B%5D=1965&page=1
;Anne Valerie Hash;F;Clothing;Dresses;;;Anne Valerie Hash-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730221130&order=price_low_to_high&currency=EUR&brand_ids[]=73552&catalog[]=1037&page=1
;Vivienne Westwood;F;;Dresses;;;Vivienne Westwood-F-Dresses;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730976424&brand_ids[]=14217&brand_ids[]=3884609&catalog[]=10&page=1
Skirts;;;;;;;;;;;
;Alberta Ferretti;F;;Skirts;;;Alberta Ferretti-F-Skirts;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730919586&catalog[]=11&brand_ids[]=40245&page=1
;Annarita N;F;;Skirts;;;Annarita N-F-Skirts;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730919803&catalog[]=11&brand_ids[]=326790&page=1
;Byblos;F;Clothing;Skirts;;;Byblos-F-Skirts;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730911270&order=newest_first&catalog[]=11&brand_ids[]=150898&page=1
;Celyn B;F;Clothing;Skirts;;;Celyn B-F-Skirts;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730845026&catalog[]=11&brand_ids[]=171284&page=1
;Compagnia Italiana;F;Clothing;Skirts;;;Compagnia Italiana-F-Skirts;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730844164&catalog[]=11&brand_ids[]=209548&page=1
;Costume national;F;Clothing;Skirts;;;Costume national-F-Skirts;TRUE;TRUE;🔗;https://www.vinted.fr/catalog?time=1730651616&order=price_low_to_high&currency=EUR&brand_ids%5B%5D=14101&brand_ids%5B%5D=10249&catalog%5B%5D=11&page=1
;Daniele alessandrini;F;Clothing;Skirts;;;Daniele alessandrini-F-Skirts;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730916120&order=newest_first&catalog[]=11&brand_ids[]=331540&page=1
;Double One;F;Clothing;Skirts;;;Double One-F-Skirts;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730844664&catalog[]=11&brand_ids[]=17575&page=1
;Dries Van Noten;F;;Skirts;;;Dries Van Noten-F-Skirts;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730920768&brand_ids[]=72138&catalog[]=11&page=1
;Gsus;F;Clothing;Skirts;;;Gsus-F-Skirts;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730846838&brand_ids[]=12041&catalog[]=11&page=1
;Gucci;F;;Skirts;;;Gucci-F-Skirts;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730975547&catalog[]=11&brand_ids[]=567&page=1
;Karen Millen;F;Clothing;Skirts;;;Karen Millen-F-Skirts;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730914603&order=newest_first&catalog[]=11&brand_ids[]=4271&page=1
;Killah;F;Clothing;Skirts;;;Killah-F-Skirts;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730845344&catalog[]=11&brand_ids[]=2291&page=1
;Kosmika;F;Clothing;Skirts;;;Kosmika-F-Skirts;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730843633&catalog[]=11&brand_ids[]=2097&page=1
;Le Full;F;Clothing;Skirts;;;Le Full-F-Skirts;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730916695&catalog[]=11&brand_ids[]=410185&page=1
;Manila Grace;F;Clothing;Skirts;;;Manila Grace-F-Skirts;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730915409&order=newest_first&catalog[]=11&brand_ids[]=73058&page=1
;Mariagrazia Panizzi;F;Clothing;Skirts;;;Mariagrazia Panizzi-F-Skirts;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730846164&catalog[]=11&brand_ids[]=6984922&page=1
;Marithé + François Girbaud;F;Clothing;Skirts;;;Marithé + François Girbaud-F-Skirts;TRUE;TRUE;🔗;https://www.vinted.fr/catalog?time=1730644238&order=newest_first&catalog%5B%5D=11&brand_ids%5B%5D=11521&brand_ids%5B%5D=2635&page=1
;Nolita;F;Clothing;Skirts;;;Nolita-F-Skirts;TRUE;TRUE;🔗;https://www.vinted.fr/catalog?time=1730643259&order=newest_first&brand_ids%5B%5D=6893&catalog%5B%5D=11&page=1
;Oakley;F;Clothing;Skirts;;;Oakley-F-Skirts;TRUE;TRUE;🔗;https://www.vinted.fr/catalog?time=1730646901&order=newest_first&catalog%5B%5D=11&brand_ids%5B%5D=13197&brand_ids%5B%5D=5569523&brand_ids%5B%5D=6414907&currency=EUR&page=1
;Paola Frani;F;Clothing;Skirts;;;Paola Frani-F-Skirts;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730915795&order=newest_first&catalog[]=11&brand_ids[]=223212&page=1
;Patrizia Pepe;F;Clothing;Skirts;;;Patrizia Pepe-F-Skirts;TRUE;TRUE;🔗;https://www.vinted.fr/catalog?time=1730645504&order=newest_first&brand_ids%5B%5D=7125&catalog%5B%5D=11&page=1
;Philosophy Di Alberta Ferretti;F;;Skirts;;;Philosophy Di Alberta Ferretti-F-Skirts;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730976102&catalog[]=11&brand_ids[]=477646&page=1
;PianuraStudio;F;Clothing;Skirts;;;PianuraStudio-F-Skirts;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730915529&order=newest_first&catalog[]=11&brand_ids[]=32979&page=1
;Scervino street;F;Clothing;Skirts;;;Scervino street-F-Skirts;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730916869&catalog[]=11&brand_ids[]=158414&page=1
;Scrupoli;F;Clothing;Skirts;;;Scrupoli-F-Skirts;TRUE;TRUE;🔗;https://www.vinted.fr/catalog?time=1730652085&order=price_low_to_high&currency=EUR&catalog%5B%5D=11&brand_ids%5B%5D=524484&page=1
;Specchio;F;Clothing;Skirts;;;Specchio-F-Skirts;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730847347&brand_ids[]=104986&catalog[]=11&page=1
;Stefanel;F;Clothing;Skirts;;;Stefanel-F-Skirts;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730916283&order=newest_first&catalog[]=11&brand_ids[]=19055&page=1
;Temps des cerises;F;Clothing;Skirts;;;Temps des cerises-F-Skirts;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730911586&order=newest_first&catalog[]=11&brand_ids[]=46&brand_ids[]=7797&page=1
;Toy G;F;Clothing;Skirts;;;Toy G-F-Skirts;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730914453&order=newest_first&catalog[]=11&brand_ids[]=37701&page=1
;Yes Miss;F;Clothing;Skirts;;;Yes Miss-F-Skirts;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730912305&order=newest_first&catalog[]=11&brand_ids[]=111732&page=1
;Antonio Marras;F;;Skirts;;;Antonio Marras-F-Skirts;TRUE;FALSE;🔗;https://www.vinted.fr/catalog?time=1730920033&catalog[]=11&brand_ids[]=360052&page=1
